data1;tiempo1;tiempo2;data2;casos_con_sintomas;casos_sin_sintomas;uci;pcr;casos_activos;fallecidos;fim_cuarentena;region;poblacion_region;codigo_region;segunda_cuarentena;id;comuna;codigo_comuna_c;ingreso_per_capita;escolaridad;pobreza;alcantarillado;indice_desarrollo_humano;porcentaje_rural;porcentaje_sector_primario;poblacion;capital_regional;capital_provincial;aeropuerto;puerto;poblacion_edad_15_a_64;poblacion_edad_0_a_4;poblacion_edad_5_a_9;poblacion_edad_10_a_14;poblacion_edad_15_a_19;poblacion_edad_20_a_24;poblacion_edad_25_a_29;poblacion_edad_30_a_34;poblacion_edad_35_a_39;poblacion_edad_40_a_44;poblacion_edad_45_a_49;poblacion_edad_50_a_54;poblacion_edad_55_a_59;poblacion_edad_60_a_64;poblacion_edad_65_a_69;poblacion_edad_70_a_74;poblacion_edad_75_a_79;poblacion_edad_80_y_mas;idse;densidad_poblacional;hacinamiento;inmigrantes;ips;indice_ruralidad
16-10-2020;49;52;19-10-2020;176;59;84;3669;126;58;1;Biobio;1663696;8;0;150;Talcahuano;8110;183.5;11;18.1;96.9;0.588;0.009416866;0.032046269;158345;0;0;0;1;104358;7461;9907;9470;11501;12619;12098;10235;9318;9428;9562;10771;10478;8680;6188;4481;3224;3891;647;1710.91;3;384;NA;32.52
25-04-2020;28;33;30-04-2020;18;1;36;260;59;NA;1;La Araucania;1014343;9;0;151;Temuco;9101;219.7;10.8;17;96.5;0.6;0.068162102;0.019117504;302931;1;0;0;0;195716;14856;18772;17940;22558;27048;24314;20279;18866;19262;18317;17861;15369;12579;9743;7642;5580;6625;657;648.83;2.7;2709;NA;35.51
19-12-2020;49;51;21-12-2020;135;62;37;1570;313;84;1;La Araucania;1014343;9;1;152;Temuco_2;9101;219.7;10.8;17;96.5;0.6;0.068162102;0.019117504;302931;1;0;0;0;195716;14856;18772;17940;22558;27048;24314;20279;18866;19262;18317;17861;15369;12579;9743;7642;5580;6625;657;648.83;2.7;2709;NA;35.51
23-10-2020;28;31;26-10-2020;139;74;35;1876;4;3;1;La Araucania;1014343;9;0;153;Teodoro Schmidt;9117;137.6;7.5;26.2;51;0.388;0.640877368;0.419974392;15786;0;0;0;0;9304;743;1078;1018;818;811;935;865;886;1018;1104;1118;1027;889;757;649;474;568;354;24.06;2.34;8;NA;74.36
28-09-2020;49;54;03-10-2020;24;18;6;758;10;2;1;Atacama;314709;3;0;154;Tierra Amarilla;3103;194.4;8.9;12.9;78.4;0.537;0.291318924;0.49070632;14312;0;0;0;0;8774;804;1163;991;988;1097;1235;1050;1033;1028;981;1000;800;585;386;274;181;197;548;1.27;2.95;388;NA;66.06
24-07-2020;42;46;28-07-2020;605;182;1068;8832;19;12;1;Metropolitana;8125072;13;0;155;Tiltil;13303;163.8;9.3;9.9;82.5;0.539;0.323218724;0.136470853;21477;0;0;0;0;13195;1134;1331;1332;1457;1584;1623;1431;1300;1358;1271;1311;1075;822;714;526;359;352;579;32.81;2.79;369;71.21;50.46
06-11-2020;77;80;09-11-2020;190;45;85;4838;59;18;1;Biobio;1663696;8;0;156;Tome;8111;131;9.8;25.7;80.6;0.482;0.098387508;0.058906929;58729;0;0;0;0;36151;2764;3609;3489;3760;3923;4050;3484;3410;3454;3883;3922;3641;2970;2481;2065;1460;1645;503;118.81;2.36;120;NA;39.19
28-11-2020;14;16;30-11-2020;106;53;50;1951;0;5;1;La Araucania;1014343;9;0;157;Traiguen;9210;125.4;8.5;31.3;90.6;0.387;0.238443985;0.180869565;19314;0;0;0;0;11875;1004;1279;1364;1499;1091;1161;1141;1094;1085;1209;1402;1275;1069;856;712;563;685;487;21.53;2.6;24;NA;49.73
19-12-2020;42;46;23-12-2020;55;35;11;985;371;35;1;Los Rios;405835;14;0;158;Valdivia;14101;202.7;10.6;17.1;95.3;0.573;0.068424855;0.025946297;176774;1;0;0;0;115918;7997;10583;10193;13026;16306;14235;11809;10759;10574;10469;11371;9742;8016;6218;4730;3390;3950;652;173.59;2.71;1446;NA;36.56
23-10-2020;42;45;26-10-2020;14;10;7;897;24;14;1;Atacama;314709;3;0;159;Vallenar;3301;194.2;9.8;14.7;92.1;0.554;0.113604407;0.129090392;57009;0;1;0;0;33565;3101;4076;3873;3385;3350;4048;3713;3300;3184;3411;3673;3043;2587;2021;1594;1206;1365;595;7.89;2.68;686;NA;43.16
09-10-2020;119;123;13-10-2020;76;25;79;2874;271;171;1;Valparaiso;1960170;5;0;160;Valparaiso;5101;207.5;11;17.5;96.8;0.567;0.002484367;0.01293471;315732;1;0;0;1;203020;14086;17804;17156;22010;28199;25974;20907;18895;18109;17791;19172;18082;15195;12362;10181;7084;8844;655;1015.64;2.53;4282;NA;32.46
14-05-2020;14;15;15-05-2020;27;8;17;466;4;NA;1;La Araucania;1014343;9;0;161;Victoria;9211;126.9;8.8;26.6;86.7;0.428;0.272833655;0.125639482;35467;0;0;0;0;21913;1877;2245;2187;2499;2438;2408;2216;2077;2135;2300;2556;2115;1905;1459;1232;862;1075;493;28.09;2.66;43;NA;48.28
21-11-2020;21;23;23-11-2020;112;49;46;2030;24;6;1;La Araucania;1014343;9;0;162;Vilcun;9119;123;8.5;20;52;0.442;0.452168662;0.183190883;30766;0;0;0;0;18495;1542;2177;2171;2214;2057;1999;1737;1918;2018;1980;1825;1558;1276;1019;846;621;648;426;21.72;2.53;34;NA;56.97
12-11-2020;35;39;16-11-2020;114;55;47;2066;26;6;1;La Araucania;1014343;9;0;163;Villarrica;9120;151.9;9.2;19.7;79.6;0.511;0.342442049;0.069024578;59103;0;0;0;0;36491;3119;4064;3844;4022;3757;4102;3782;3613;3781;4065;3887;3243;2702;2176;1758;1213;1405;521;45.72;1.96;590;NA;47.92
09-10-2020;119;123;13-10-2020;76;25;79;2874;264;186;1;Valparaiso;1960170;5;0;164;Vina del Mar;5109;236.8;11.3;16.5;97.5;0.626;0;0.012511039;361371;0;0;0;0;228423;14735;18762;17980;24945;32934;28922;23289;20509;19447;19097;21610;20929;17752;14324;12209;9212;12327;680;2997.44;2.27;7934;NA;29.32
09-04-2020;14;18;13-04-2020;251;NA;179;3277;19;NA;1;Metropolitana;8125072;13;0;165;Vitacura;13132;1143.1;15;2;100;0.991;0;0.023425445;96774;0;0;0;0;54307;4634;5081;4930;5391;5759;5510;5560;5983;5843;5643;5272;5131;4516;4028;3922;2866;3755;992;3384.89;2.69;9330;6.26;29.23
24-07-2020;70;74;28-07-2020;605;182;1068;8832;38;59;1;Metropolitana;8125072;13;1;166;Vitacura_2;13132;1143.1;15;2;100;0.991;0;0.023425445;96774;0;0;0;0;54307;4634;5081;4930;5391;5759;5510;5560;5983;5843;5643;5272;5131;4516;4028;3922;2866;3755;992;3384.89;2.69;9330;6.26;29.23
